video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
z1TV-NUXpZE_000125_000135,predictive_reason,Why?,[person_1] wants to look at the mirror again.,[person_1] is holding a tape measure.,To put it on [person_2]'s finger.,To record the moment of the proposal.,Because [person_1] can't do this without help.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,To put it on [person_2]'s finger.,To put it on [person_2]'s finger.
XSu5dteR2Ko_000013_000023,counterfactual_reason,Why?,[person_2] will not feel lonely.,Maybe he will not afraid of heights.,[person_2] is making cakes for the restaurant.,It is the procedure of making a program.,Because [person_2] has told kids not to touch the vase.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,It is the procedure of making a program.,It is the procedure of making a program.
c5Yxb7mW9MY_000000_000010,descriptive,Where is [bowl_1]?,It is on the shelf.,It is on the left of [bowl_1].,[bowl_1] is on the table.,[bowl_1] is in the floor.,The color of [bowl_1] is white.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The color of [bowl_1] is white.,The color of [bowl_1] is white.
pdGBGTGRmko_000007_000017,descriptive,How many people are there?,There are two chairs.,There are two chair.,There are two vases.,There are three people.,The room is clean.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,There are three people.,There are three people.
pdGBGTGRmko_000007_000017,explanatory,Why does [person_2] wear glasses?,Because it's a tool for [person_2] to slide.,Because [person_2] wants to water the plants.,Because it is a smoking device.,[person_2] needs glasses to improve her vision.,The [person_2] wants to sit down.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] needs glasses to improve her vision.,[person_2] needs glasses to improve her vision.
Pf-e670Y4b8_000088_000098,counterfactual,What will happen if [person_1] finishes her sharing?,The hand of [person_1] will blood.,The beer in the [person_1] will fall out of the cup.,The [person_1] will not feel more comfortable.,Maybe [person_1] will turn off the [laptop_1].,They will go to find a washer.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Maybe [person_1] will turn off the [laptop_1].,Maybe [person_1] will turn off the [laptop_1].
OLPTy8seteQ_000000_000010,descriptive,what is [person_1] kicking?,[person_1] is kicking a ball.,[person_1] on the cupboard.,"No , it isn't.",It is on the wall.,It is next to the wall.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is kicking a ball.,[person_1] is kicking a ball.
OLPTy8seteQ_000000_000010,explanatory,Why is [person_1] kicking a ball?,"[person_1] is a child , he is just playing and having some fun.",[person_1] looks at the exam results.,Maybe [person_1] does it for fun.,This is the first time [person_1] has hit the rink.,[person_1] wants to make sure that [person_1] won't fall.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,"[person_1] is a child , he is just playing and having some fun.","[person_1] is a child , he is just playing and having some fun."
l34TPPTSdu4_000025_000035,descriptive,What type of clothes is [person_1] wearing?,He is a student.,The [person_1] is big.,A teacher.,[person_1] is wearing a blue shirt.,[person_1] is wearing casual clothes.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is wearing casual clothes.,[person_1] is wearing casual clothes.
l34TPPTSdu4_000025_000035,explanatory,Why is [person_1] sitting on the floor?,[person_1] is playing with his toys.,[person_1] is standing and stacking cups.,[person_1] is stacking cups.,The view at the window is beautiful.,[person_1] is slowly moving her hands.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is playing with his toys.,[person_1] is playing with his toys.
ItIWB0Sxmzc_000002_000012,explanatory,Why does [person_1] peel the skin so fast?,[person_1] and [person_1] are daring to skate.,Maybe [person_1] wants to take the wheelchair somewhere.,Because [person_1] uses a driller to peel an apple.,Because [person_1] is practicing sport.,The [person_1] is walking on snow.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] uses a driller to peel an apple.,Because [person_1] uses a driller to peel an apple.
ItIWB0Sxmzc_000002_000012,predictive,What does [person_1] going to do?,[person_1] is going to skate forward.,[person_1] is going to hula hoop more.,[person_1] may be stand up and continue to jump.,[person_1] is about to throw an axe again.,[person_1] is going to peel more apples.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to peel more apples.,[person_1] is going to peel more apples.
nC5VbWS2YjY_000038_000048,predictive,What is [person_1] going to do next after the full preparation?,[person_1] will clean the dust in the dust catcher.,[bicycle_1] may get some liquid.,The driver in [person_1] will drive [person_1] away.,[person_1] will begin to ride [bicycle_1].,[bicycle_1] will rake the concrete.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will begin to ride [bicycle_1].,[person_1] will begin to ride [bicycle_1].
nC5VbWS2YjY_000038_000048,counterfactual_reason,Why?,[person_1] is standing and playing the harmonica.,To have a rest.,because there was no one preventing the ball.,The room also becomes dark then.,The maracas are the main reason for [bicycle_1]'s excitation.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,The room also becomes dark then.,The room also becomes dark then.
x9D3OKeeTI4_000024_000034,explanatory,Why does [person_1] try to break the concrete?,The [person_1] is eating.,That will produce more air in the bottle thus make the champagne spout out.,The [person_1] moves around by wearing the roller skate equipment.,[person_1] is teaching [person_1] how to play the harmonica.,[person_1] breaks the concrete into pieces and recycles it.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] breaks the concrete into pieces and recycles it.,[person_1] breaks the concrete into pieces and recycles it.
x9D3OKeeTI4_000024_000034,counterfactual,What if [person_1] didn't break the stone?,Everyone would stop the match.,[person_1] will hurry to check what happened?,People will leave.,More fire engines will be sent to support.,The stone would be useless.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The stone would be useless.,The stone would be useless.
x9D3OKeeTI4_000024_000034,counterfactual_reason,Why?,The room will dark then.,There is no other light here.,Dogs may bite [person_1].,It can be used only when it is fractured.,The food is in the [person_1].,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,It can be used only when it is fractured.,It can be used only when it is fractured.
DEihlnGFC7I_000000_000010,predictive,What is [person_1] going to do?,[person_1] is going to drink water.,[person_1] will collect honey.,[person_1] is going to lift the donuts box on the [person_1].,[person_1] is going to bow down to fondle a kangaroo.,[person_1] is going to try jumping over the [bottle_1].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to try jumping over the [bottle_1].,[person_1] is going to try jumping over the [bottle_1].
88ZSxIF2nW0_000264_000274,descriptive,Is it sunny?,[person_1] is on the chair.,[person_1] is wearing it in front of her.,"Yes , it is.",[person_1] is placed next to [person_1].,It is   behind the [person_1].,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,"Yes , it is.","Yes , it is."
88ZSxIF2nW0_000264_000274,explanatory,Why is [person_1] outside?,[person_1] is relaxing.,[person_1] is shearing his sheep for wool.,[person_1] is trying to slackline.,Maybe [person_1] is managing workers who are cutting wood.,Because [person_1] is smoking.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is shearing his sheep for wool.,[person_1] is shearing his sheep for wool.
6omHwaauVkg_000001_000011,descriptive,Where is [couch_1]?,It is on the table.,[person_1] is standing in the yard.,[couch_1] is near [person_1].,It is in front of the yellow curtain.,[person_1] is holding a black guitar.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[couch_1] is near [person_1].,[couch_1] is near [person_1].
6omHwaauVkg_000001_000011,explanatory,Why [person_1] is ripping paper ?,Because [person_1] enjoys hearing the sound of ripping paper.,[person_1] enjoys riding horse.,[person_1] with long hair puts the bottle's bottom into the shoe and strikes the shoe against wall.,It helps to preserve the pulp as much as possible.,To keep warm.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] enjoys hearing the sound of ripping paper.,Because [person_1] enjoys hearing the sound of ripping paper.
3SqBKZllvSY_000001_000011,predictive_reason,Why?,[person_1] is keeping still.,[person_1] is snowmobiling.,[person_1] has turned away.,Because [person_1] is opening a present.,[person_1] has not finished his talking.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is opening a present.,Because [person_1] is opening a present.
3SqBKZllvSY_000001_000011,counterfactual,What will happen if [person_1] is not in the room?,[person_1] would win.,The bag of the present will not be opened by [person_1].,[person_1] would cry.,[person_1] would be happier.,His leg would be broken.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The bag of the present will not be opened by [person_1].,The bag of the present will not be opened by [person_1].
m5lEw6isWuA_000119_000129,counterfactual,What will happen if the power is out?,The room will be so dark then.,The lamp will be off.,[person_1] may not keep jumping.,[person_1] may not keep talking.,[person_1] will not continue to take a video.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The lamp will be off.,The lamp will be off.
m5lEw6isWuA_000119_000129,counterfactual_reason,Why?,The store will be dark.,The meeting will be stopped.,The room will be dark.,[person_1] may stop playing.,[person_1] may not keep speaking.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The room will be dark.,The room will be dark.
giQ6HlBEyXI_000019_000029,descriptive,How is the gym?,The playground is spacious.,The television is placed behind [person_1].,It's looks like key.,It is full of exercise equipment.,It is blue.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,It is full of exercise equipment.,It is full of exercise equipment.
giQ6HlBEyXI_000019_000029,predictive,What is [person_1] going to do?,[person_1] is going to blow his nose.,[person_1] is going to warm up there.,[person_1] may keep trying to learn more new skills.,[person_1] is going to keep jumping by her left foot.,[person_1] may continue cleaning.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to blow his nose.,[person_1] is going to blow his nose.
hftS-FfRrmY_000028_000038,descriptive,where is [tv_1]?,It is opposite the [tv_1] in the room.,"Yes , [person_1] is very depressed.","[tv_1] is hanging on the ceiling , behind [person_1]?",[tv_1] is on the wall which is on the right of [person_1].,[person_1] are bagpipes that [person_1] is playing.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,"[tv_1] is hanging on the ceiling , behind [person_1]?","[tv_1] is hanging on the ceiling , behind [person_1]?"
hftS-FfRrmY_000028_000038,counterfactual,what will happen if the mechanical bull raise level?,It is anticipated that [person_1]'s skin won't be white.,Then the man next to will encourage the girl to eat.,All the people on the stage might be hurt.,They would force it to leave at once.,[person_1] perhaps fall from the mechanical bull.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] perhaps fall from the mechanical bull.,[person_1] perhaps fall from the mechanical bull.
F2-R4tjXSKc_000000_000010,explanatory,Why are [person_1] and [person_2] here?,They are here to play together.,[person_2] picked up the paper dropped on the floor.,They are practicing rugby.,They are practicing side - kicking to keep fit.,[person_2] is helping [person_1] practicing side - kicking.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is helping [person_1] practicing side - kicking.,[person_2] is helping [person_1] practicing side - kicking.
NiCYxgQamgE_000000_000010,predictive_reason,Why?,[person_1] will want to practice till he gets tired to improve his skill at playing guitar.,[person_1] is enjoying playing the harmonica.,It seems that [person_1] has very good knife technique and is recording a video.,"[person_1] is having fun playing this song on his guitar , so he won't want to stop until he is done.",[person_1] is in the process of doing a yoga and will try a different poses.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will want to practice till he gets tired to improve his skill at playing guitar.,[person_1] will want to practice till he gets tired to improve his skill at playing guitar.
NiCYxgQamgE_000000_000010,counterfactual,"What would happen if when [person_1] started playing guitar , his guitar was out of tune?",The [person_1] will not break the rules.,[person_1] would stop playing and try to tune his guitar.,[person_1] and the younger kid will play respectively.,[person_1] may have to find the [person_1].,"[person_1] , [person_1] , [person_1] and two people there will run as quickly as they can.",1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would stop playing and try to tune his guitar.,[person_1] would stop playing and try to tune his guitar.
